Pupil Diameter,Movement,ECAM and MFD,External,FCU,LDG,MCDU,ND,PFD,Others
1.1032378153312077,Fixation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.105539104057389,Fixation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0957202721590162,Saccade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0794578318273367,Saccade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0794578318273367,Saccade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0944929181717198,Saccade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0905040177130059,Saccade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1007831073566146,Fixation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1096814237645147,Fixation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.107993812031982,Fixation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1073801350383337,Fixation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1070732965415095,Fixation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1095280045161027,Fixation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1049254270637405,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1035446538280318,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0975613031399611,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0961805299042524,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.091117694706654,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0955668529106042,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.093265564184423,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.092805306439187,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0943394989233077,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0940326604264836,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0960271106558404,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0955668529106042,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1017036228470871,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0978681416367853,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1001694303629663,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1003228496113784,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1003228496113784,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1001694303629663,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0998625918661422,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0954134336621921,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0943394989233077,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0914245332034782,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0937258219296593,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0961805299042524,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0983283993820214,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.099095495624082,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1024707190891474,Fixation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
